dose,cv_iiv,AUC_E,Cmax,herg_rate,caco_rate,composite_score,constraints_met,efficacy_score,safety_score
57.89473684210526,0.27499999999999997,9.501718368143115,5.774655557367373,0.6358805789183222,1.0,-9.54710738105794,False,0.6334478912095409,0.18205971054083891
57.89473684210526,0.3,9.501718368143115,5.774655557367373,0.6584017632936614,1.0,-9.551611617933007,False,0.6334478912095409,0.1707991183531693
57.89473684210526,0.32499999999999996,9.501718368143115,5.774655557367373,0.6798229594880726,1.0,-9.55589585717189,False,0.6334478912095409,0.16008852025596365
57.89473684210526,0.35,9.501718368143115,5.774655557367373,0.7002767397665086,1.0,-9.559986613227577,False,0.6334478912095409,0.1498616301167457
57.89473684210526,0.375,9.501718368143115,5.774655557367373,0.7198715174026689,1.0,-9.563905568754809,False,0.6334478912095409,0.14006424129866557
57.89473684210526,0.39999999999999997,9.501718368143115,5.774655557367373,0.7386972460981741,1.0,-9.56767071449391,False,0.6334478912095409,0.130651376950913
57.89473684210526,0.42499999999999993,9.501718368143115,5.774655557367373,0.7568295062988663,1.0,-9.571297166534048,False,0.6334478912095409,0.12158524685056693
57.89473684210526,0.44999999999999996,9.501718368143115,5.774655557367373,0.7743325022029308,1.0,-9.574797765714862,False,0.6334478912095409,0.11283374889853459
57.89473684210526,0.475,9.501718368143115,5.774655557367373,0.7912613037214236,1.0,-9.57818352601856,False,0.6334478912095409,0.10436934813928822
57.89473684210526,0.5,9.501718368143115,5.774655557367373,0.8076635530100876,1.0,-9.581463975876293,False,0.6334478912095409,0.09616822349495613
65.78947368421052,0.15,10.728613874384806,6.562108587917468,0.5491828707320053,0.9771973303816995,-9.476131485247349,False,0.7152409249589871,0.23680989944314756
65.78947368421052,0.175,10.728613874384806,6.562108587917468,0.5841114220714649,1.0,-9.4876777294389,False,0.7152409249589871,0.20794428896426753
65.78947368421052,0.19999999999999998,10.728613874384806,6.562108587917468,0.6161585476086884,1.0,-9.494087154546346,False,0.7152409249589871,0.1919207261956558
65.78947368421052,0.22499999999999998,10.728613874384806,6.562108587917468,0.645882453797791,1.0,-9.500031935784166,False,0.7152409249589871,0.17705877310110452
65.78947368421052,0.25,10.728613874384806,6.562108587917468,0.6736843874913137,1.0,-9.50559232252287,False,0.7152409249589871,0.16315780625434317
65.78947368421052,0.27499999999999997,10.728613874384806,6.562108587917468,0.6998638424551566,1.0,-9.510828213515639,False,0.7152409249589871,0.15006807877242168
65.78947368421052,0.3,10.728613874384806,6.562108587917468,0.7246511423918488,1.0,-9.515785673502977,False,0.7152409249589871,0.13767442880407565
65.78947368421052,0.32499999999999996,10.728613874384806,6.562108587917468,0.7482277716767197,1.0,-9.520500999359951,False,0.7152409249589871,0.12588611416164008
65.78947368421052,0.35,10.728613874384806,6.562108587917468,0.7707396421961029,1.0,-9.525003373463829,False,0.7152409249589871,0.1146301789019486
65.78947368421052,0.375,10.728613874384806,6.562108587917468,0.7923060759309175,1.0,-9.52931666021079,False,0.7152409249589871,0.10384696203454125
65.78947368421052,0.39999999999999997,10.728613874384806,6.562108587917468,0.8130260778600014,1.0,-9.533460660596608,False,0.7152409249589871,0.09348696106999932
65.78947368421052,0.42499999999999993,10.728613874384806,6.562108587917468,0.832982833447725,1.0,-9.537452011714153,False,0.7152409249589871,0.08350858327613753
65.78947368421052,0.44999999999999996,10.728613874384806,6.562108587917468,0.8522470072155935,1.0,-9.541304846467726,False,0.7152409249589871,0.07387649639220317
65.78947368421052,0.475,10.728613874384806,6.562108587917468,0.8708792102922265,1.0,-9.545031287083052,False,0.7152409249589871,0.06456039485388676
